"CTDID","Region","Year","Mission","Location","Latitude","Longitude","UTCDate","UTCTime","Sample_Depth_m","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","SiteID","Survey_design","Sample_frequency","bottle_id","sample_num","bottle_name","deployment_id","project_code","collected_date","collected_time","collected_timezone","calc_avg_dic","dic_machine","calc_avg_ta","calc_avg_ta_temp","UTCDate_Time","datetime","ESTDate","ESTTime","Month","Months","MY","MoY","ToD","Season","Precipitation","dec.lon","dec.lat","Zone","Sub_region","Reference","Transect","Extreme","BestSalinity","n35TA","n35DIC","TA_0","DIC_0","nTA","nDIC","Date"
"WS18351_9","FL",2018,"WaltonSmith","Upper_Keys",25.0804283333333,-80.333135,18-12-17,"07:13:00 PM",0,2058.42857028183,2395.16476716199,NA,8.07199943479776,379.69603380402,3.76096227130627,36.4046822818243,"",36.259,25.101,"5.5","Permanent","Single",2938,3450,"9A",212,"WS - Dec 2018","12/17/18","07:13:00 PM","12:00:00 AM",2103.55,"UNSPECIFIED",2446.55,24.3,2018-12-17 19:13:00,2018-12-17 14:13:00,2018-12-17,"14:13:00","Dec","December","2018-12",12,14.2166666666667,"Fall","Dry",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","Normal",36.4046822818243,2369.04883677002,2035.98427835029,2130.95872465201,1796.28929350024,2392.28396885119,2055.57030716804,2018-12-17
"WS18351_10","FL",2018,"WaltonSmith","Upper_Keys",25.0651233333333,-80.3147616666667,18-12-17,"07:24:00 PM",0,2065.06006275456,2398.02259236599,NA,8.05941006749972,393.628251410241,3.73342880136678,36.4089598031303,"",36.234,25.511,"6","Permanent","Single",2939,3451,"10A",212,"WS - Dec 2018","12/17/18","07:24:00 PM","12:00:00 AM",2110.35,"UNSPECIFIED",2449.45,24.35,2018-12-17 19:24:00,2018-12-17 14:24:00,2018-12-17,"14:24:00","Dec","December","2018-12",12,14.4,"Fall","Dry",-80.315,25.065,"Offshore","UK","UK_3","T1","Normal",36.4089598031303,2371.59684062846,2042.30349460747,2130.95872465201,1796.28929350024,2395.07959946478,2062.09826012383,2018-12-17
"WS18351_11","FL",2018,"WaltonSmith","Upper_Keys",25.048145,-80.2878411666667,18-12-17,"07:41:00 PM",0,2060.63437921803,2399.74347906376,NA,8.06804800202671,384.254125593632,3.79900904247511,36.3984810980666,"",36.22,25.565,"6.5","Permanent","Single",2940,3452,"11A",212,"WS - Dec 2018","12/17/18","07:41:00 PM","12:00:00 AM",2105.8,"UNSPECIFIED",2451.05,24.55,2018-12-17 19:41:00,2018-12-17 14:41:00,2018-12-17,"14:41:00","Dec","December","2018-12",12,14.6833333333333,"Fall","Dry",-80.28766667,25.04833333,"Oceanic","UK","UK_3","T1","Normal",36.3984810980666,2373.98200896518,2038.51327693878,2130.95872465201,1796.28929350024,2396.8580496526,2057.79661006444,2018-12-17
"WS18351_12","FL",2018,"WaltonSmith","Upper_Keys",25.005031,-80.3700666666667,18-12-17,"08:30:00 PM",0,2066.63884632209,2400.50173708899,NA,8.06587749160228,387.199335957453,3.73456767247907,36.4299170294433,"",36.393,25.1336,"MR","Permanent","Single",2941,3453,"12A",212,"WS - Dec 2018","12/17/18","08:30:00 PM","12:00:00 AM",2112,"UNSPECIFIED",2452.1,24.25,2018-12-17 20:30:00,2018-12-17 15:30:00,2018-12-17,"15:30:00","Dec","December","2018-12",12,15.5,"Fall","Dry",-80.38,25.01,"Offshore","UK","UK_3","T1","Normal",36.4299170294433,2372.68293442561,2042.68909558705,2130.95872465201,1796.28929350024,2397.37807183334,2063.50583427553,2018-12-17
"WS18351_13","FL",2018,"WaltonSmith","Upper_Keys",24.898395,-80.5272266666667,18-12-17,"10:31:00 PM",0,2063.64853509163,2398.84530572324,NA,8.06336631484212,389.532259216711,3.76024475237102,36.3421570090783,"",36.183,25.526,"UK_OFF","Permanent","Single",2942,3454,"13A",212,"WS - Dec 2018","12/17/18","10:31:00 PM","12:00:00 AM",2108.8,"UNSPECIFIED",2450.1,24.45,2018-12-17 22:31:00,2018-12-17 17:31:00,2018-12-17,"17:31:00","Dec","December","2018-12",12,17.5166666666667,"Fall","Dry",-80.529497,24.898193,"Offshore","UK","UK_4","T2","Normal",36.3421570090783,2376.77136408729,2044.65904159989,2130.95872465201,1796.28929350024,2396.38023940925,2061.18832130434,2018-12-17
"WS18351_14","FL",2018,"WaltonSmith","Upper_Keys",24.9210983333333,-80.5467916666667,18-12-17,"10:42:00 PM",0,2061.93232973444,2396.23379655214,NA,8.06824348133996,383.988306737175,3.736048120456,36.4115794698237,"",36.253,25.081,"UK_MID","Permanent","Single",2943,3455,"14A",212,"WS - Dec 2018","12/17/18","10:42:00 PM","12:00:00 AM",2107.15,"UNSPECIFIED",2447.55,24.45,2018-12-17 22:42:00,2018-12-17 17:42:00,2018-12-17,"17:42:00","Dec","December","2018-12",12,17.7,"Fall","Dry",-80.546176,24.920702,"Mid channel","UK","UK_4","T2","Normal",36.4115794698237,2369.65725742788,2039.06351563474,2130.95872465201,1796.28929350024,2393.29164068355,2058.98609278723,2018-12-17
"WS18351_15","FL",2018,"WaltonSmith","Upper_Keys",24.9345333333333,-80.5650983333333,18-12-17,"10:53:00 PM",0,2107.02137022421,2425.20845963429,NA,8.05835255203079,401.039355064806,3.55087555363066,36.5753010327509,"",36.426,23.621,"UK_IN","Permanent","Single",2944,3456,"15A",212,"WS - Dec 2018","12/17/18","10:53:00 PM","12:00:00 AM",2153.6,"UNSPECIFIED",2477.5,24.5,2018-12-17 22:53:00,2018-12-17 17:53:00,2018-12-17,"17:53:00","Dec","December","2018-12",12,17.8833333333333,"Fall","Dry",-80.569852,24.939806,"Inshore","UK","UK_4","T2","Normal",36.5753010327509,2387.57503600507,2074.3254477329,2130.95872465201,1796.28929350024,2420.64240887466,2102.19955301832,2018-12-17
"WS18351_16","FL",2018,"WaltonSmith","Middle_Keys",24.8175166666667,-80.7557666666667,18-12-18,"12:31:00 AM",0,2115.86800332256,2428.93552455939,NA,8.05609960172704,404.318061186046,3.48368187211077,36.7232924202078,"",36.715,23.07,"7","Permanent","Single",2945,3457,"16A",212,"WS - Dec 2018","12/18/18","12:31:00 AM","12:00:00 AM",2162.9,"UNSPECIFIED",2481.7,24.35,2018-12-18 00:31:00,2018-12-17 19:31:00,2018-12-17,"19:31:00","Dec","December","2018-12",12,19.5166666666667,"Fall","Dry",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",36.7232924202078,2381.60777808844,2074.64036948267,2130.95872465201,1796.28929350024,2423.12945424684,2109.64102034872,2018-12-17
"WS18351_17","FL",2018,"WaltonSmith","Middle_Keys",24.7922166666667,-80.7499,18-12-18,"12:52:00 AM",0,2083.41381704649,2407.44172885535,NA,8.06348503719754,391.91714954275,3.6134566623277,36.5032653904278,"",36.347,24.134,"8","Permanent","Single",2946,3458,"17A",212,"WS - Dec 2018","12/18/18","12:52:00 AM","12:00:00 AM",2129.3,"UNSPECIFIED",2459.2,24.45,2018-12-18 00:52:00,2018-12-17 19:52:00,2018-12-17,"19:52:00","Dec","December","2018-12",12,19.8666666666667,"Fall","Dry",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","Normal",36.5032653904278,2374.76113247158,2055.13184235145,2130.95872465201,1796.28929350024,2403.68852089229,2079.51615233734,2018-12-17
"WS18351_18","FL",2018,"WaltonSmith","Middle_Keys",24.7641666666667,-80.7234666666667,18-12-18,"01:08:00 AM",0,2064.0071605931,2395.11299087757,NA,8.06221919589916,390.49814230172,3.70770946849043,36.3631150162786,"",36.351,25.198,"9","Permanent","Single",2947,3459,"18A",212,"WS - Dec 2018","12/18/18","01:08:00 AM","12:00:00 AM",2109.2,"UNSPECIFIED",2446.35,24.4,2018-12-18 01:08:00,2018-12-17 20:08:00,2018-12-17,"20:08:00","Dec","December","2018-12",12,20.1333333333333,"Fall","Dry",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","Normal",36.3631150162786,2371.70566457637,2043.83571595561,2130.95872465201,1796.28929350024,2392.53142369183,2061.39076650415,2018-12-17
"WS18351_19","FL",2018,"WaltonSmith","Middle_Keys",24.7159666666667,-80.6912166666667,18-12-18,"01:48:00 AM",0,2052.97942693536,2383.66798343799,NA,8.06132747877629,389.537966698697,3.70368972861265,36.296310514933,"",36.287,25.385,"9.5","Permanent","Single",2948,3460,"19A",212,"WS - Dec 2018","12/18/18","01:48:00 AM","12:00:00 AM",2097.8,"UNSPECIFIED",2434,24.35,2018-12-18 01:48:00,2018-12-17 20:48:00,2018-12-17,"20:48:00","Dec","December","2018-12",12,20.8,"Fall","Dry",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","Normal",36.296310514933,2364.71684851168,2036.65740122074,2130.95872465201,1796.28929350024,2381.65884152156,2050.93863543806,2018-12-17
"WS18351_20","FL",2018,"WaltonSmith","Middle_Keys",24.7128833333333,-80.8311833333333,18-12-18,"03:27:00 AM",0,2065.48443767505,2389.95245918251,NA,8.05276201011768,400.403338204322,3.63915012435313,36.3225086549841,"",36.325,25.213,"12","Permanent","Single",2949,3461,"20A",212,"WS - Dec 2018","12/18/18","03:27:00 AM","12:00:00 AM",2110.65,"UNSPECIFIED",2440.45,24.4,2018-12-18 03:27:00,2018-12-17 22:27:00,2018-12-17,"22:27:00","Dec","December","2018-12",12,22.45,"Fall","Dry",-80.83166667,24.71333333,"Offshore","MK","MK_6","T2","Normal",36.3225086549841,2369.24127679606,2047.58507539246,2130.95872465201,1796.28929350024,2387.7080352601,2063.15160895826,2018-12-17
"WS18351_21","FL",2018,"WaltonSmith","Middle_Keys",24.75225,-80.8462166666667,18-12-18,"04:02:00 AM",0,2188.63749740951,2479.73270573378,NA,8.00495822250857,474.903431550837,3.27231226133697,37.2601489763348,"",36.997,23.164,"11","Permanent","Single",2950,3462,"21A",212,"WS - Dec 2018","12/18/18","04:02:00 AM","12:00:00 AM",2238.35,"UNSPECIFIED",2534.15,24.45,2018-12-18 04:02:00,2018-12-17 23:02:00,2018-12-17,"23:02:00","Dec","December","2018-12",12,23.0333333333333,"Fall","Dry",-80.84666667,24.75333333,"Mid channel","MK","MK_6","T2","Normal",37.2601489763348,2396.38254303734,2115.07178967383,2130.95872465201,1796.28929350024,2468.00951960157,2175.44967012721,2018-12-17
"WS18351_22","FL",2018,"WaltonSmith","Middle_Keys",24.7818333333333,-80.8625333333333,18-12-18,"04:18:00 AM",0,2242.99291670497,2567.60516989651,NA,8.05105173695102,431.379014880313,3.60815466732746,37.9879181547745,"",38.241,22.318,"10","Permanent","Single",2951,3463,"22A",212,"WS - Dec 2018","12/18/18","04:18:00 AM","12:00:00 AM",2295.3,"UNSPECIFIED",2625.65,24.45,2018-12-18 04:18:00,2018-12-17 23:18:00,2018-12-17,"23:18:00","Dec","December","2018-12",12,23.3,"Fall","Dry",-80.86,24.78833333,"Inshore","MK","MK_6","T2","Normal",37.9879181547745,2433.7648360888,2126.07349146787,2130.95872465201,1796.28929350024,2544.84430826846,2219.70780934353,2018-12-17
"WS18351_23","FL",2018,"WaltonSmith","Middle_Keys",24.7010833333333,-81.0290666666667,18-12-18,"05:51:00 AM",0,2089.95139759748,2411.96150365498,NA,8.05978824444592,396.190243211659,3.57781051701991,36.7900809718904,"",36.647,23.892,"13","Permanent","Single",2952,3464,"23A",212,"WS - Dec 2018","12/18/18","05:51:00 AM","12:00:00 AM",2136.45,"UNSPECIFIED",2463.85,24.4,2018-12-18 05:51:00,2018-12-18 00:51:00,2018-12-18,"00:51:00","Dec","December","2018-12",12,0.85,"Fall","Dry",-81.03,24.70166667,"Inshore","MK","MK_7","T3","Normal",36.7900809718904,2360.67114937097,2045.50858727207,2130.95872465201,1796.28929350024,2405.98598038564,2083.70667381722,2018-12-18
"WS18351_24","FL",2018,"WaltonSmith","Middle_Keys",24.6754,-81.0227333333333,18-12-18,"06:04:00 AM",0,2077.94223265578,2394.64165314596,NA,8.04635180868311,408.811980831132,3.54576419796833,36.4430151714021,"",36.277,24.667,"14","Permanent","Single",2953,3465,"24A",212,"WS - Dec 2018","12/18/18","06:04:00 AM","12:00:00 AM",2123.6,"UNSPECIFIED",2445.4,24.5,2018-12-18 06:04:00,2018-12-18 01:04:00,2018-12-18,"01:04:00","Dec","December","2018-12",12,1.06666666666667,"Fall","Dry",-81.02333333,24.675,"Mid channel","MK","MK_7","T3","Normal",36.4430151714021,2366.04006703918,2053.12330260245,2130.95872465201,1796.28929350024,2391.49222576742,2074.57817157345,2018-12-18
"WS18351_25","FL",2018,"WaltonSmith","Middle_Keys",24.6432666666667,-81.0166833333333,18-12-18,"06:17:00 AM",0,2061.3583142199,2380.27732272679,NA,8.04355719559895,409.045475904624,3.57645937771205,36.3709742058459,"",36.206,25.293,"15","Permanent","Single",2916,3418,"1N",211,"WS - Dec 2018","12/18/18","06:17:00 AM","12:00:00 AM",2107.05,"UNSPECIFIED",2438.45,24.55,2018-12-18 06:17:00,2018-12-18 01:17:00,2018-12-18,"01:17:00","Dec","December","2018-12",12,1.28333333333333,"Fall","Dry",-81.01666667,24.64333333,"Offshore","MK","MK_7","T3","Normal",36.3709742058459,2356.50567122706,2040.77168299259,2130.95872465201,1796.28929350024,2377.78739654498,2058.71108974578,2018-12-18
"WS18351_26","FL",2018,"WaltonSmith","Middle_Keys",24.5926333333333,-80.9917333333333,18-12-18,"06:41:00 AM",0,2037.58009064992,2367.20246063717,NA,8.04879444221082,400.03748984937,3.71053496613917,36.1810341597511,"",36.024,26.369,"15.5","Permanent","Single",2917,3419,"2N",211,"WS - Dec 2018","12/18/18","06:41:00 AM","12:00:00 AM",2082.4,"UNSPECIFIED",2424.75,24.5,2018-12-18 06:41:00,2018-12-18 01:41:00,2018-12-18,"01:41:00","Dec","December","2018-12",12,1.68333333333333,"Fall","Dry",-80.99166667,24.59166667,"Oceanic","MK","MK_7","T3","Normal",36.1810341597511,2355.8644115315,2027.82081424299,2130.95872465201,1796.28929350024,2366.07093803864,2036.42439444213,2018-12-18
"WS18351_27","FL",2018,"WaltonSmith","Middle_Keys",24.5975,-81.1838333333333,18-12-18,"08:15:00 AM",0,2051.69788819831,2376.77537698834,NA,8.0555081540556,394.860038691856,3.63470912749769,36.3683544798169,"",36.321,25.193,"18","Permanent","Single",2918,3420,"3N",211,"WS - Dec 2018","12/18/18","08:15:00 AM","12:00:00 AM",2097.15,"UNSPECIFIED",2433.8,24.3,2018-12-18 08:15:00,2018-12-18 03:15:00,2018-12-18,"03:15:00","Dec","December","2018-12",12,3.25,"Fall","Dry",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","Normal",36.3683544798169,2353.20819587675,2031.35404915253,2130.95872465201,1796.28929350024,2374.33795457899,2049.16535581558,2018-12-18
"WS18351_28","FL",2018,"WaltonSmith","Middle_Keys",24.634633333,-81.193383333,18-12-18,"08:50:00 AM",0,2082.40090833077,2392.11188727424,NA,8.04154670990919,414.097089269762,3.45805055134123,36.5582746882896,"",36.401,24.165,"17","Permanent","Single",2919,3421,"4N",211,"WS - Dec 2018","12/18/18","08:50:00 AM","12:00:00 AM",2128.9,"UNSPECIFIED",2450.95,24.5,2018-12-18 08:50:00,2018-12-18 03:50:00,2018-12-18,"03:50:00","Dec","December","2018-12",12,3.83333333333333,"Fall","Dry",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","Normal",36.5582746882896,2356.08883739403,2051.04182676336,2130.95872465201,1796.28929350024,2388.1791559277,2078.09232517997,2018-12-18
"WS18351_29","FL",2018,"WaltonSmith","Middle_Keys",24.6715961666667,-81.2036761666667,18-12-18,"09:10:00 AM",0,1834.16418137961,2099.54375342404,NA,8.02381441188991,378.320265549189,2.77760166231144,37.6227623043758,"",37.611,22.334,"16","Permanent","Single",2920,3422,"5N",211,"WS - Dec 2018","12/18/18","09:10:00 AM","12:00:00 AM",1876.05,"UNSPECIFIED",2151.65,24.45,2018-12-18 09:10:00,2018-12-18 04:10:00,2018-12-18,"04:10:00","Dec","December","2018-12",12,4.16666666666667,"Fall","Dry",-81.205,24.675,"Inshore","LK","LK_8","T1","Normal",37.6227623043758,2009.41719795818,1755.42950411603,2130.95872465201,1796.28929350024,2100.89229552621,1832.53833615602,2018-12-18
"WS18351_30","FL",2018,"WaltonSmith","Lower_Keys",24.6098333333333,-81.42155,18-12-18,"10:50:00 AM",0,2040.86939451974,2329.80461824661,NA,8.0247917957732,422.131114280798,3.18637102949079,36.8503194779919,"",36.687,23.348,"19","Permanent","Single",2921,3423,"6N",211,"WS - Dec 2018","12/18/18","10:50:00 AM","12:00:00 AM",2086.8,"UNSPECIFIED",2387.55,24.6,2018-12-18 10:50:00,2018-12-18 05:50:00,2018-12-18,"05:50:00","Dec","December","2018-12",12,5.83333333333333,"Fall","Dry",-81.42166667,24.61,"Inshore","LK","LK_9","T2","Normal",36.8503194779919,2276.53383069851,1994.20508667288,2130.95872465201,1796.28929350024,2325.25802353668,2035.27709098585,2018-12-18
"WS18351_31","FL",2018,"WaltonSmith","Lower_Keys",24.5740166666667,-81.4184033333333,18-12-18,"11:06:00 AM",0,2048.46926461546,2366.6426429267,NA,8.0494146579886,400.077291419438,3.54920770738554,36.4377759261111,"",36.287,24.909,"20","Permanent","Single",2922,3424,"7N",211,"WS - Dec 2018","12/18/18","11:06:00 AM","12:00:00 AM",2093.95,"UNSPECIFIED",2423.4,24.5,2018-12-18 11:06:00,2018-12-18 06:06:00,2018-12-18,"06:06:00","Dec","December","2018-12",12,6.1,"Fall","Dry",-81.41833333,24.575,"Mid channel","LK","LK_9","T2","Normal",36.4377759261111,2338.71170270099,2024.29338290591,2130.95872465201,1796.28929350024,2363.86111887483,2045.49305537644,2018-12-18
"WS18351_32","FL",2018,"WaltonSmith","Lower_Keys",24.5354816666667,-81.4147666666667,18-12-18,"11:30:00 AM",0,2049.3173460944,2375.8070872677,NA,8.05325389453882,397.054234481978,3.66000450576718,36.296310514933,"",36.274,25.56,"21LK","Permanent","Single",2923,3425,"8N",211,"WS - Dec 2018","12/18/18","11:30:00 AM","12:00:00 AM",2094.6,"UNSPECIFIED",2433.7,24.6,2018-12-18 11:30:00,2018-12-18 06:30:00,2018-12-18,"06:30:00","Dec","December","2018-12",12,6.5,"Fall","Dry",-81.42,24.54,"Offshore","LK","LK_9","T2","Normal",36.296310514933,2356.91844967953,2033.02443541955,2130.95872465201,1796.28929350024,2373.8604426894,2047.30566963687,2018-12-18
"WS18351_33","FL",2018,"WaltonSmith","Lower_Keys",24.4837166666667,-81.39145,18-12-18,"12:21:00 PM",0,2041.46179620484,2374.46904131323,NA,8.04933178413769,400.359524156765,3.75447789807936,36.1967540979969,"",36.05,26.6,"21.5","Permanent","Single",2924,3426,"9N",211,"WS - Dec 2018","12/18/18","12:21:00 PM","12:00:00 AM",2086.4,"UNSPECIFIED",2430.95,24.55,2018-12-18 12:21:00,2018-12-18 07:21:00,2018-12-18,"07:21:00","Dec","December","2018-12",12,7.35,"Fall","Dry",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","Normal",36.1967540979969,2362.06991559574,2030.80158500891,2130.95872465201,1796.28929350024,2373.19746649913,2040.18154170136,2018-12-18
"WS18351_34","FL",2018,"WaltonSmith","Lower_Keys",24.4762166666667,-81.717555,18-12-18,"02:55:00 PM",0,2056.18207971385,2379.12677224384,NA,8.04728705055945,404.45258456466,3.62492453944291,36.3080997252683,"",36.295,25.537,"WS","Permanent","Single",2925,3427,"10N",211,"WS - Dec 2018","12/18/18","02:55:00 PM","12:00:00 AM",2101.65,"UNSPECIFIED",2437.05,24.7,2018-12-18 14:55:00,2018-12-18 09:55:00,2018-12-18,"09:55:00","Dec","December","2018-12",12,9.91666666666667,"Fall","Dry",-81.717,24.478,"Offshore","LK","LK_10","T3","Normal",36.3080997252683,2359.44538297755,2039.17225897401,2130.95872465201,1796.28929350024,2377.0737954941,2054.03210975317,2018-12-18
"WS18351_35","FL",2018,"WaltonSmith","Lower_Keys",24.3979333333333,-81.8276,18-12-18,"04:24:00 PM",0,2051.908380981,2384.84744532359,NA,8.05902226298705,391.876828047897,3.73616687629796,36.2936906799014,"",36.139,25.763,"22.5","Permanent","Single",2926,3428,"11N",211,"WS - Dec 2018","12/18/18","04:24:00 PM","12:00:00 AM",2097.25,"UNSPECIFIED",2441.9,24.35,2018-12-18 16:24:00,2018-12-18 11:24:00,2018-12-18,"11:24:00","Dec","December","2018-12",12,11.4,"Fall","Dry",-81.82833333,24.39666667,"Oceanic","LK","LK_10","T3","Normal",36.2936906799014,2366.05771310975,2035.74180853144,2130.95872465201,1796.28929350024,2382.84710727979,2049.89440972597,2018-12-18
"WS18351_36","FL",2018,"WaltonSmith","Lower_Keys",24.45515,-81.82775,18-12-18,"05:00:00 PM",0,2052.04293668521,2382.93732335345,NA,8.06749723589206,383.020917515011,3.69641389312422,36.3015501735275,"",36.125,25.001,"22","Permanent","Single",2927,3429,"12N",211,"WS - Dec 2018","12/18/18","05:00:00 PM","12:00:00 AM",2097.4,"UNSPECIFIED",2441.05,24.55,2018-12-18 17:00:00,2018-12-18 12:00:00,2018-12-18,"12:00:00","Dec","December","2018-12",12,12,"Fall","Dry",-81.82833333,24.455,"Offshore","LK","LK_10","T3","Normal",36.3015501735275,2363.6507858468,2035.43452542917,2130.95872465201,1796.28929350024,2380.89790979141,2049.9729694295,2018-12-18
"WS18351_37","FL",2018,"WaltonSmith","Lower_Keys",24.4857833333333,-81.8278333333333,18-12-18,"05:10:00 PM",0,2051.43609177995,2376.4089014678,NA,8.05033062254093,400.488946923645,3.64639556522183,36.2832113015545,"",36.128,25.598,"23","Permanent","Single",2928,3430,"13N",211,"WS - Dec 2018","12/18/18","05:10:00 PM","12:00:00 AM",2096.75,"UNSPECIFIED",2433.2,24.4,2018-12-18 17:10:00,2018-12-18 12:10:00,2018-12-18,"12:10:00","Dec","December","2018-12",12,12.1666666666667,"Fall","Dry",-81.82833333,24.48666667,"Mid channel","LK","LK_10","T3","Normal",36.2832113015545,2358.36660559114,2035.86107145534,2130.95872465201,1796.28929350024,2374.54538180569,2049.49895292152,2018-12-18
"WS18351_38","FL",2018,"WaltonSmith","Lower_Keys",24.536795,-81.8283166666667,18-12-18,"05:30:00 PM",0,2065.06773800372,2355.68681970271,NA,8.01526746198072,438.65157316629,3.24145445422509,36.6276887673604,"",36.468,24.096,"24","Permanent","Single",2929,3431,"14N",211,"WS - Dec 2018","12/18/18","05:30:00 PM","12:00:00 AM",2111.25,"UNSPECIFIED",2413.75,24.5,2018-12-18 17:30:00,2018-12-18 12:30:00,2018-12-18,"12:30:00","Dec","December","2018-12",12,12.5,"Fall","Dry",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","Normal",36.6276887673604,2315.81520426576,2030.11504989074,2130.95872465201,1796.28929350024,2351.88314252933,2060.51847844708,2018-12-18
"WS19028_1","FL",2019,"WaltonSmith","Upper_Keys",25.0059213333333,-80.37107,19-01-28,"07:05:00 PM",0,2075.81537007068,2385.75551486394,NA,8.06019210591626,393.331061728985,3.44615444357424,36.3329878039401,"",36.322,23.198,"MR","Permanent","Single",2497,2962,"1V",185,"WS - Jan/Feb 2019","01/28/19","07:05:00 PM","12:00:00 AM",2121.8,"UNSPECIFIED",2443.25,24.4,2019-01-28 19:05:00,2019-01-28 14:05:00,2019-01-28,"14:05:00","Jan","January","2019-01",1,14.0833333333333,"Winter","Dry",-80.38,25.01,"Offshore","UK","UK_3","T1","Normal",36.3329878039401,2364.39856710607,2057.23296288882,2130.95872465201,1796.28929350024,2383.47460984097,2073.31309195497,2019-01-28
"WS19028_2","FL",2019,"WaltonSmith","Lower_Keys",24.5355666666667,-81.4146116666667,19-01-29,"04:09:00 AM",0,2080.41818078118,2388.70598338963,NA,8.06347837868538,390.299783719556,3.41587569700753,36.4508740106029,"",36.4533,22.6779,"21LK","Permanent","Single",2498,2963,"2V",185,"WS - Jan/Feb 2019","01/29/19","04:09:00 AM","12:00:00 AM",2126.7,"UNSPECIFIED",2446.45,24.45,2019-01-29 04:09:00,2019-01-28 23:09:00,2019-01-28,"23:09:00","Jan","January","2019-01",1,23.15,"Winter","Dry",-81.42,24.54,"Offshore","LK","LK_9","T2","Normal",36.4508740106029,2359.66643710311,2055.12649546025,2130.95872465201,1796.28929350024,2385.57254482399,2076.96402023111,2019-01-28
"WS19028_3","FL",2019,"WaltonSmith","Lower_Keys",24.4780833333333,-81.71725,19-01-29,"06:53:00 AM",0,2084.0077873109,2388.10296990212,NA,8.06368610797544,390.328769656669,3.36360637103551,36.4652817929,"",36.466,22.201,"WS","Permanent","Single",2499,2964,"3V",185,"WS - Jan/Feb 2019","01/29/19","06:53:00 AM","12:00:00 AM",2130.4,"UNSPECIFIED",2445.75,24.6,2019-01-29 06:53:00,2019-01-29 01:53:00,2019-01-29,"01:53:00","Jan","January","2019-01",1,1.88333333333333,"Winter","Dry",-81.717,24.478,"Offshore","LK","LK_10","T3","Normal",36.4652817929,2358.13866299963,2057.85906185259,2130.95872465201,1796.28929350024,2384.87649718298,2080.39768952252,2019-01-29
"WS19028_4","FL",2019,"WaltonSmith","Lower_Keys",24.3998336666667,-81.829905,19-01-29,"08:30:00 AM",0,2070.77465318777,2388.76627622516,NA,8.06767198646124,385.17181409943,3.53367372747819,36.3735939280482,"",36.196,23.508,"22.5","Permanent","Single",2500,2965,"4V",185,"WS - Jan/Feb 2019","01/29/19","08:30:00 AM","12:00:00 AM",2116.7,"UNSPECIFIED",2446.3,24.55,2019-01-29 08:30:00,2019-01-29 03:30:00,2019-01-29,"03:30:00","Jan","January","2019-01",1,3.5,"Winter","Dry",-81.82833333,24.39666667,"Oceanic","LK","LK_10","T3","Normal",36.3735939280482,2364.73951913542,2049.94632851034,2130.95872465201,1796.28929350024,2386.17318895698,2068.01381671434,2019-01-29
"WS19028_5","FL",2019,"WaltonSmith","Lower_Keys",24.4519183333333,-81.8279166666667,19-01-29,"08:56:00 AM",0,2075.50320788973,2381.8780815757,NA,8.05747659185121,395.73538434343,3.40206286805526,36.377523504175,"",36.237,22.992,"22","Permanent","Single",2501,2966,"5V",185,"WS - Jan/Feb 2019","01/29/19","08:56:00 AM","12:00:00 AM",2121.55,"UNSPECIFIED",2439.25,24.55,2019-01-29 08:56:00,2019-01-29 03:56:00,2019-01-29,"03:56:00","Jan","January","2019-01",1,3.93333333333333,"Winter","Dry",-81.82833333,24.455,"Offshore","LK","LK_10","T3","Normal",36.377523504175,2357.66590000919,2054.4053771905,2130.95872465201,1796.28929350024,2379.32744513659,2072.66495263083,2019-01-29
"WS19028_6","FL",2019,"WaltonSmith","Lower_Keys",24.486925,-81.8281333333333,19-01-29,"09:11:00 AM",0,2080.19208891695,2387.59016615067,NA,8.06886330262039,384.404608756273,3.39283033654086,36.5346994820988,"",36.322,22.17,"23","Permanent","Single",2502,2967,"6V",185,"WS - Jan/Feb 2019","01/29/19","09:11:00 AM","12:00:00 AM",2126.6,"UNSPECIFIED",2445.35,24.6,2019-01-29 09:11:00,2019-01-29 04:11:00,2019-01-29,"04:11:00","Jan","January","2019-01",1,4.18333333333333,"Winter","Dry",-81.82833333,24.48666667,"Mid channel","LK","LK_10","T3","Normal",36.5346994820988,2353.15267861943,2050.18836795166,2130.95872465201,1796.28929350024,2383.88863387263,2076.09720734311,2019-01-29
